Taxa	Isolate_Id	strain	date	Location	country	clade
EPI_ISL_2918674|A/Togo/0141/2021|2021-02-08	EPI_ISL_2918674	EPI_ISL_2918674|A/Togo/0141/2021|2021-02-08	2021-02-08	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918675|A/Togo/0275/2021|2021-03-08	EPI_ISL_2918675	EPI_ISL_2918675|A/Togo/0275/2021|2021-03-08	2021-03-08	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918676|A/Togo/0229/2021|2021-03-03	EPI_ISL_2918676	EPI_ISL_2918676|A/Togo/0229/2021|2021-03-03	2021-03-03	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918677|A/Togo/0337/2021|2021-03-20	EPI_ISL_2918677	EPI_ISL_2918677|A/Togo/0337/2021|2021-03-20	2021-03-20	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918678|A/Togo/0217/2021|2021-03-06	EPI_ISL_2918678	EPI_ISL_2918678|A/Togo/0217/2021|2021-03-06	2021-03-06	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918679|A/Togo/0254/2021|2021-03-07	EPI_ISL_2918679	EPI_ISL_2918679|A/Togo/0254/2021|2021-03-07	2021-03-07	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918680|A/Togo/0220/2021|2021-03-07	EPI_ISL_2918680	EPI_ISL_2918680|A/Togo/0220/2021|2021-03-07	2021-03-07	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918681|A/Togo/0256/2021|2021-03-02	EPI_ISL_2918681	EPI_ISL_2918681|A/Togo/0256/2021|2021-03-02	2021-03-02	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918682|A/Togo/0197/2021|2021-02-25	EPI_ISL_2918682	EPI_ISL_2918682|A/Togo/0197/2021|2021-02-25	2021-02-25	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918683|A/Togo/0298/2021|2021-03-13	EPI_ISL_2918683	EPI_ISL_2918683|A/Togo/0298/2021|2021-03-13	2021-03-13	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918684|A/Togo/0286/2021|2021-03-09	EPI_ISL_2918684	EPI_ISL_2918684|A/Togo/0286/2021|2021-03-09	2021-03-09	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918685|A/Togo/0226/2021|2021-03-01	EPI_ISL_2918685	EPI_ISL_2918685|A/Togo/0226/2021|2021-03-01	2021-03-01	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918686|A/Togo/0263/2021|2021-03-05	EPI_ISL_2918686	EPI_ISL_2918686|A/Togo/0263/2021|2021-03-05	2021-03-05	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918687|A/Togo/0228/2021|2021-03-03	EPI_ISL_2918687	EPI_ISL_2918687|A/Togo/0228/2021|2021-03-03	2021-03-03	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918688|A/Togo/0346/2021|2021-03-24	EPI_ISL_2918688	EPI_ISL_2918688|A/Togo/0346/2021|2021-03-24	2021-03-24	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918689|A/Togo/0319/2021|2021-03-22	EPI_ISL_2918689	EPI_ISL_2918689|A/Togo/0319/2021|2021-03-22	2021-03-22	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918690|A/Togo/0361/2021|2021-03-26	EPI_ISL_2918690	EPI_ISL_2918690|A/Togo/0361/2021|2021-03-26	2021-03-26	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918691|A/Togo/0242/2021|2021-03-04	EPI_ISL_2918691	EPI_ISL_2918691|A/Togo/0242/2021|2021-03-04	2021-03-04	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918692|A/Togo/0310/2021|2021-03-14	EPI_ISL_2918692	EPI_ISL_2918692|A/Togo/0310/2021|2021-03-14	2021-03-14	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918693|A/Togo/0299/2021|2021-03-13	EPI_ISL_2918693	EPI_ISL_2918693|A/Togo/0299/2021|2021-03-13	2021-03-13	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918694|A/Togo/0285/2021|2021-03-09	EPI_ISL_2918694	EPI_ISL_2918694|A/Togo/0285/2021|2021-03-09	2021-03-09	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918695|A/Togo/0284/2021|2021-03-09	EPI_ISL_2918695	EPI_ISL_2918695|A/Togo/0284/2021|2021-03-09	2021-03-09	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918696|A/Togo/0239/2021|2021-03-04	EPI_ISL_2918696	EPI_ISL_2918696|A/Togo/0239/2021|2021-03-04	2021-03-04	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918697|A/Togo/0312/2021|2021-03-15	EPI_ISL_2918697	EPI_ISL_2918697|A/Togo/0312/2021|2021-03-15	2021-03-15	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918698|A/Togo/0211/2021|2021-02-28	EPI_ISL_2918698	EPI_ISL_2918698|A/Togo/0211/2021|2021-02-28	2021-02-28	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918699|A/Togo/0311/2021|2021-03-15	EPI_ISL_2918699	EPI_ISL_2918699|A/Togo/0311/2021|2021-03-15	2021-03-15	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918700|A/Togo/0192/2021|2021-02-24	EPI_ISL_2918700	EPI_ISL_2918700|A/Togo/0192/2021|2021-02-24	2021-02-24	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918701|A/Togo/0231/2021|2021-03-01	EPI_ISL_2918701	EPI_ISL_2918701|A/Togo/0231/2021|2021-03-01	2021-03-01	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918702|A/Togo/0266/2021|2021-03-06	EPI_ISL_2918702	EPI_ISL_2918702|A/Togo/0266/2021|2021-03-06	2021-03-06	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918703|A/Togo/0274/2021|2021-03-07	EPI_ISL_2918703	EPI_ISL_2918703|A/Togo/0274/2021|2021-03-07	2021-03-07	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918704|A/Togo/0290/2021|2021-03-12	EPI_ISL_2918704	EPI_ISL_2918704|A/Togo/0290/2021|2021-03-12	2021-03-12	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918705|A/Togo/0247/2021|2021-03-02	EPI_ISL_2918705	EPI_ISL_2918705|A/Togo/0247/2021|2021-03-02	2021-03-02	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918706|A/Togo/0308/2021|2021-03-13	EPI_ISL_2918706	EPI_ISL_2918706|A/Togo/0308/2021|2021-03-13	2021-03-13	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918707|A/Togo/0218/2021|2021-03-07	EPI_ISL_2918707	EPI_ISL_2918707|A/Togo/0218/2021|2021-03-07	2021-03-07	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918708|A/Togo/0219/2021|2021-03-07	EPI_ISL_2918708	EPI_ISL_2918708|A/Togo/0219/2021|2021-03-07	2021-03-07	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918709|A/Togo/0267/2021|2021-03-06	EPI_ISL_2918709	EPI_ISL_2918709|A/Togo/0267/2021|2021-03-06	2021-03-06	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918710|A/Togo/0234/2021|2021-03-03	EPI_ISL_2918710	EPI_ISL_2918710|A/Togo/0234/2021|2021-03-03	2021-03-03	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918711|A/Togo/0297/2021|2021-03-13	EPI_ISL_2918711	EPI_ISL_2918711|A/Togo/0297/2021|2021-03-13	2021-03-13	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918712|A/Togo/0227/2021|2021-03-02	EPI_ISL_2918712	EPI_ISL_2918712|A/Togo/0227/2021|2021-03-02	2021-03-02	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918713|A/Togo/0257/2021|2021-03-02	EPI_ISL_2918713	EPI_ISL_2918713|A/Togo/0257/2021|2021-03-02	2021-03-02	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918714|A/Togo/0212/2021|2021-03-03	EPI_ISL_2918714	EPI_ISL_2918714|A/Togo/0212/2021|2021-03-03	2021-03-03	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918715|A/Togo/0291/2021|2021-03-12	EPI_ISL_2918715	EPI_ISL_2918715|A/Togo/0291/2021|2021-03-12	2021-03-12	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918716|A/Togo/0339/2021|2021-03-22	EPI_ISL_2918716	EPI_ISL_2918716|A/Togo/0339/2021|2021-03-22	2021-03-22	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918717|A/Togo/0246/2021|2021-03-02	EPI_ISL_2918717	EPI_ISL_2918717|A/Togo/0246/2021|2021-03-02	2021-03-02	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2918718|A/Togo/0295/2021|2021-03-13	EPI_ISL_2918718	EPI_ISL_2918718|A/Togo/0295/2021|2021-03-13	2021-03-13	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2932717|A/Norway/2967/2021|2021-01-30	EPI_ISL_2932717	EPI_ISL_2932717|A/Norway/2967/2021|2021-01-30	2021-01-30	Europe / Norway	Norway	6b1.A/183P-7
EPI_ISL_2932718|A/Norway/4776/2021|2021-02-24	EPI_ISL_2932718	EPI_ISL_2932718|A/Norway/4776/2021|2021-02-24	2021-02-24	Europe / Norway	Norway	6b1.A/183P-7
EPI_ISL_2932723|A/Togo/34/2021|2021-01-22	EPI_ISL_2932723	EPI_ISL_2932723|A/Togo/34/2021|2021-01-22	2021-01-22	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2932725|A/Togo/35/2021|2021-01-22	EPI_ISL_2932725	EPI_ISL_2932725|A/Togo/35/2021|2021-01-22	2021-01-22	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2932726|A/Togo/44/2021|2021-01-22	EPI_ISL_2932726	EPI_ISL_2932726|A/Togo/44/2021|2021-01-22	2021-01-22	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2932728|A/Togo/45/2021|2021-01-22	EPI_ISL_2932728	EPI_ISL_2932728|A/Togo/45/2021|2021-01-22	2021-01-22	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2932729|A/Togo/487/2021|2021-01-01	EPI_ISL_2932729	EPI_ISL_2932729|A/Togo/487/2021|2021-01-01	2021-01-01	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2932730|A/Togo/488/2021|2021-01-01	EPI_ISL_2932730	EPI_ISL_2932730|A/Togo/488/2021|2021-01-01	2021-01-01	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2932731|A/Togo/495/2021|2021-01-01	EPI_ISL_2932731	EPI_ISL_2932731|A/Togo/495/2021|2021-01-01	2021-01-01	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2932732|A/Togo/507/2021|2021-01-01	EPI_ISL_2932732	EPI_ISL_2932732|A/Togo/507/2021|2021-01-01	2021-01-01	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2932733|A/Togo/514/2021|2021-01-01	EPI_ISL_2932733	EPI_ISL_2932733|A/Togo/514/2021|2021-01-01	2021-01-01	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2932734|A/Togo/B28/2021|2021-01-22	EPI_ISL_2932734	EPI_ISL_2932734|A/Togo/B28/2021|2021-01-22	2021-01-22	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2932735|A/Togo/B30/2021|2021-01-22	EPI_ISL_2932735	EPI_ISL_2932735|A/Togo/B30/2021|2021-01-22	2021-01-22	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_2932736|A/Togo/C48/2021|2021-01-28	EPI_ISL_2932736	EPI_ISL_2932736|A/Togo/C48/2021|2021-01-28	2021-01-28	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_295889|A/India/3405/2017|2017-09-16	EPI_ISL_295889	EPI_ISL_295889|A/India/3405/2017|2017-09-16	2017-09-16	Asia / India	India	6b1.A/183P-5
EPI_ISL_299820|A/Abu_Dhabi/186/2017|2017-11-13	EPI_ISL_299820	EPI_ISL_299820|A/Abu_Dhabi/186/2017|2017-11-13	2017-11-13	Asia / United Arab Emirates	United Arab Emirates	6b1.A
EPI_ISL_304287|A/New_Jersey/13/2018|2018-02-18	EPI_ISL_304287	EPI_ISL_304287|A/New_Jersey/13/2018|2018-02-18	2018-02-18	North America / United States / New Jersey	United States	6b1.A/183P-1
EPI_ISL_305935|A/Cambodia/1095/2017|2017-12-07	EPI_ISL_305935	EPI_ISL_305935|A/Cambodia/1095/2017|2017-12-07	2017-12-07	Asia / Cambodia	Cambodia	6b1.A
EPI_ISL_312974|A/Minnesota/34/2018|2018-04-27	EPI_ISL_312974	EPI_ISL_312974|A/Minnesota/34/2018|2018-04-27	2018-04-27	North America / United States / Minnesota	United States	6b1.A/183P-1
EPI_ISL_313004|A/Kazakhstan/581/2018|2018-02-17	EPI_ISL_313004	EPI_ISL_313004|A/Kazakhstan/581/2018|2018-02-17	2018-02-17	Asia / Kazakhstan	Kazakhstan	6b1.A/183P-5
EPI_ISL_3184738|A/Togo/0167/2021|2021-02-20	EPI_ISL_3184738	EPI_ISL_3184738|A/Togo/0167/2021|2021-02-20	2021-02-20	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_320160|A/AICHI/190/2018|2018-05-02	EPI_ISL_320160	EPI_ISL_320160|A/AICHI/190/2018|2018-05-02	2018-05-02	Asia / Japan	Japan	6b1.A/183P-2
EPI_ISL_320395|A/Sydney/31/2018|2018-03-22	EPI_ISL_320395	EPI_ISL_320395|A/Sydney/31/2018|2018-03-22	2018-03-22	Oceania / Australia / New South Wales	Australia	6b1.A/183P-5
EPI_ISL_322533|A/Taiwan/80693/2018|2018-06-14	EPI_ISL_322533	EPI_ISL_322533|A/Taiwan/80693/2018|2018-06-14	2018-06-14	Asia / Taiwan	Taiwan	6b1.A/183P-5
EPI_ISL_323090|A/Townsville/21/2018|2018-08-02	EPI_ISL_323090	EPI_ISL_323090|A/Townsville/21/2018|2018-08-02	2018-08-02	Oceania / Australia / Queensland / Mount Jukes	Australia	6b1.A/183P-2
EPI_ISL_330464|A/Iowa/59/2018|2018-09-13	EPI_ISL_330464	EPI_ISL_330464|A/Iowa/59/2018|2018-09-13	2018-09-13	North America / United States / Iowa	United States	6b1.A/183P-5a
EPI_ISL_3315859|A/Togo/64/2021|2021-01-15	EPI_ISL_3315859	EPI_ISL_3315859|A/Togo/64/2021|2021-01-15	2021-01-15	Africa / Togo	Togo	6b1.A/187A
EPI_ISL_332059|A/Darwin/6/2018|2018-11-03	EPI_ISL_332059	EPI_ISL_332059|A/Darwin/6/2018|2018-11-03	2018-11-03	Oceania / Australia / Northern Territory	Australia	6b1.A/183P-5a
EPI_ISL_332600|A/Wisconsin/505/2018|2018-11-20	EPI_ISL_332600	EPI_ISL_332600|A/Wisconsin/505/2018|2018-11-20	2018-11-20	North America / United States / Wisconsin	United States	6b1.A/183P-5a
EPI_ISL_332840|A/Norway/3433/2018|2018-10-30	EPI_ISL_332840	EPI_ISL_332840|A/Norway/3433/2018|2018-10-30	2018-10-30	Europe / Norway	Norway	6b1.A/183P-5a
EPI_ISL_3376886|A/India/Pun-NIV312851/2021_May|2021-05-04	EPI_ISL_3376886	EPI_ISL_3376886|A/India/Pun-NIV312851/2021_May|2021-05-04	2021-05-04	Asia / India / Maharashtra / Pune	India	6b1.A/156K
EPI_ISL_3376987|A/India/Pun-NIV316440/2021_May|2021-05-26	EPI_ISL_3376987	EPI_ISL_3376987|A/India/Pun-NIV316440/2021_May|2021-05-26	2021-05-26	Asia / India / Maharashtra	India	6b1.A/156K
EPI_ISL_3376993|A/India/Pun-NIV325329/2021_Jun|2021-06-28	EPI_ISL_3376993	EPI_ISL_3376993|A/India/Pun-NIV325329/2021_Jun|2021-06-28	2021-06-28	Asia / India / Maharashtra / Pune	India	6b1.A/156K
EPI_ISL_3376996|A/India/Pun-NIV328363/2021_July|2021-07-07	EPI_ISL_3376996	EPI_ISL_3376996|A/India/Pun-NIV328363/2021_July|2021-07-07	2021-07-07	Asia / India / Maharashtra / Pune	India	6b1.A/156K
EPI_ISL_3377559|A/India/Pun-NIV323546/2021_Jun|2021-06-22	EPI_ISL_3377559	EPI_ISL_3377559|A/India/Pun-NIV323546/2021_Jun|2021-06-22	2021-06-22	Asia / India / Maharashtra / Pune	India	6b1.A/156K
EPI_ISL_3378776|A/India/Pun-NIV319324/2021_Jun|2021-06-04	EPI_ISL_3378776	EPI_ISL_3378776|A/India/Pun-NIV319324/2021_Jun|2021-06-04	2021-06-04	Asia / India / Maharashtra / Pune	India	6b1.A/156K
EPI_ISL_3380301|A/India/Pun-NIV319825/2021_Jun|2021-06-07	EPI_ISL_3380301	EPI_ISL_3380301|A/India/Pun-NIV319825/2021_Jun|2021-06-07	2021-06-07	Asia / India / Maharashtra / Pune	India	6b1.A/156K
EPI_ISL_338060|A/Ireland/84630/2018|2018-11-28	EPI_ISL_338060	EPI_ISL_338060|A/Ireland/84630/2018|2018-11-28	2018-11-28	Europe / Ireland	Ireland	6b1.A/183P-6
EPI_ISL_3381431|A/India/Pun-NIV321627/2021_Jun|2021-06-14	EPI_ISL_3381431	EPI_ISL_3381431|A/India/Pun-NIV321627/2021_Jun|2021-06-14	2021-06-14	Asia / India / Maharashtra / PUNE	India	6b1.A/156K
EPI_ISL_3382428|A/India/Pun-NIV324552/2021_Jun|2021-06-25	EPI_ISL_3382428	EPI_ISL_3382428|A/India/Pun-NIV324552/2021_Jun|2021-06-25	2021-06-25	Asia / India / Maharashtra / Pune	India	6b1.A/156K
EPI_ISL_3382430|A/India/Pun-NIV324562/2021_Jun|2021-06-25	EPI_ISL_3382430	EPI_ISL_3382430|A/India/Pun-NIV324562/2021_Jun|2021-06-25	2021-06-25	Asia / India / Maharashtra / Pune	India	6b1.A/156K
EPI_ISL_3382433|A/India/Pun-NIV323483/2021_Jun|2021-06-22	EPI_ISL_3382433	EPI_ISL_3382433|A/India/Pun-NIV323483/2021_Jun|2021-06-22	2021-06-22	Asia / India / Maharashtra / Pune	India	6b1.A/156K
EPI_ISL_3382650|A/India/Pun-NIV323546/2021_Jun|2021-06-22	EPI_ISL_3382650	EPI_ISL_3382650|A/India/Pun-NIV323546/2021_Jun|2021-06-22	2021-06-22	Asia / India / Maharashtra / Pune	India	6b1.A/156K
EPI_ISL_353422|A/St_Kitts/2299/2019|2019	EPI_ISL_353422	EPI_ISL_353422|A/St_Kitts/2299/2019|2019	2019	North America / Saint Kitts and Nevis, Federation of	Saint Kitts and Nevis, Federation of	6b1.A/183P-1
EPI_ISL_3534600|A/Maine/01/2021|2021-07-09	EPI_ISL_3534600	EPI_ISL_3534600|A/Maine/01/2021|2021-07-09	2021-07-09	North America / United States / Maine	United States	6b1.A/187A
EPI_ISL_3534601|A/Maine/01/2021|2021-07-09	EPI_ISL_3534601	EPI_ISL_3534601|A/Maine/01/2021|2021-07-09	2021-07-09	North America / United States / Maine	United States	6b1.A/187A
EPI_ISL_3534602|A/Cote_D_Ivoire/1855/2021|2021-06-06	EPI_ISL_3534602	EPI_ISL_3534602|A/Cote_D_Ivoire/1855/2021|2021-06-06	2021-06-06	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534610|A/Cote_D_Ivoire/1049/2021|2021-03-29	EPI_ISL_3534610	EPI_ISL_3534610|A/Cote_D_Ivoire/1049/2021|2021-03-29	2021-03-29	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534627|A/Cote_D_Ivoire/1496/2021|2021-05-02	EPI_ISL_3534627	EPI_ISL_3534627|A/Cote_D_Ivoire/1496/2021|2021-05-02	2021-05-02	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534642|A/Cote_D_Ivoire/1982/2021|2021-06-13	EPI_ISL_3534642	EPI_ISL_3534642|A/Cote_D_Ivoire/1982/2021|2021-06-13	2021-06-13	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534658|A/Cote_D_Ivoire/1802/2021|2021-05-29	EPI_ISL_3534658	EPI_ISL_3534658|A/Cote_D_Ivoire/1802/2021|2021-05-29	2021-05-29	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534676|A/Cote_D_Ivoire/1624/2021|2021-05-17	EPI_ISL_3534676	EPI_ISL_3534676|A/Cote_D_Ivoire/1624/2021|2021-05-17	2021-05-17	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534692|A/Cote_D_Ivoire/1467/2021|2021-04-27	EPI_ISL_3534692	EPI_ISL_3534692|A/Cote_D_Ivoire/1467/2021|2021-04-27	2021-04-27	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534710|A/Cote_D_Ivoire/1620/2021|2021-05-17	EPI_ISL_3534710	EPI_ISL_3534710|A/Cote_D_Ivoire/1620/2021|2021-05-17	2021-05-17	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534729|A/Cote_D_Ivoire/1953/2021|2021-06-12	EPI_ISL_3534729	EPI_ISL_3534729|A/Cote_D_Ivoire/1953/2021|2021-06-12	2021-06-12	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534747|A/Cote_D_Ivoire/1884/2021|2021-06-07	EPI_ISL_3534747	EPI_ISL_3534747|A/Cote_D_Ivoire/1884/2021|2021-06-07	2021-06-07	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534765|A/Cote_D_Ivoire/1618/2021|2021-05-17	EPI_ISL_3534765	EPI_ISL_3534765|A/Cote_D_Ivoire/1618/2021|2021-05-17	2021-05-17	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534784|A/Cote_D_Ivoire/1946/2021|2021-06-08	EPI_ISL_3534784	EPI_ISL_3534784|A/Cote_D_Ivoire/1946/2021|2021-06-08	2021-06-08	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534801|A/Cote_D_Ivoire/1877/2021|2021-06-07	EPI_ISL_3534801	EPI_ISL_3534801|A/Cote_D_Ivoire/1877/2021|2021-06-07	2021-06-07	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534819|A/Cote_D_Ivoire/1626/2021|2021-05-17	EPI_ISL_3534819	EPI_ISL_3534819|A/Cote_D_Ivoire/1626/2021|2021-05-17	2021-05-17	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534826|A/Cote_D_Ivoire/1801/2021|2021-05-29	EPI_ISL_3534826	EPI_ISL_3534826|A/Cote_D_Ivoire/1801/2021|2021-05-29	2021-05-29	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534827|A/Cote_D_Ivoire/1973/2021|2021-06-13	EPI_ISL_3534827	EPI_ISL_3534827|A/Cote_D_Ivoire/1973/2021|2021-06-13	2021-06-13	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534828|A/Cote_D_Ivoire/1798/2021|2021-05-29	EPI_ISL_3534828	EPI_ISL_3534828|A/Cote_D_Ivoire/1798/2021|2021-05-29	2021-05-29	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534829|A/Cote_D_Ivoire/1448/2021|2021-04-27	EPI_ISL_3534829	EPI_ISL_3534829|A/Cote_D_Ivoire/1448/2021|2021-04-27	2021-04-27	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534830|A/Cote_D_Ivoire/1650/2021|2021-05-17	EPI_ISL_3534830	EPI_ISL_3534830|A/Cote_D_Ivoire/1650/2021|2021-05-17	2021-05-17	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534831|A/Cote_D_Ivoire/1040/2021|2021-03-29	EPI_ISL_3534831	EPI_ISL_3534831|A/Cote_D_Ivoire/1040/2021|2021-03-29	2021-03-29	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534832|A/Cote_D_Ivoire/1901/2021|2021-06-07	EPI_ISL_3534832	EPI_ISL_3534832|A/Cote_D_Ivoire/1901/2021|2021-06-07	2021-06-07	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534833|A/Cote_D_Ivoire/1652/2021|2021-05-17	EPI_ISL_3534833	EPI_ISL_3534833|A/Cote_D_Ivoire/1652/2021|2021-05-17	2021-05-17	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534834|A/Cote_D_Ivoire/1983/2021|2021-06-14	EPI_ISL_3534834	EPI_ISL_3534834|A/Cote_D_Ivoire/1983/2021|2021-06-14	2021-06-14	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_3534835|A/Cote_D_Ivoire/1800/2021|2021-05-29	EPI_ISL_3534835	EPI_ISL_3534835|A/Cote_D_Ivoire/1800/2021|2021-05-29	2021-05-29	Africa / Cote d'Ivoire	Cote d_Ivoire	6b1.A/187A
EPI_ISL_354701|A/Darwin/102/2019|2019-03-21	EPI_ISL_354701	EPI_ISL_354701|A/Darwin/102/2019|2019-03-21	2019-03-21	Oceania / Australia / Northern Territory	Australia	6b1.A/183P-2
EPI_ISL_357927|A/Iowa/33/2019|2019-05-03	EPI_ISL_357927	EPI_ISL_357927|A/Iowa/33/2019|2019-05-03	2019-05-03	North America / United States / Iowa	United States	6b1.A/183P-5b
EPI_ISL_363183|A/Indonesia/BKL0920/2019|2019	EPI_ISL_363183	EPI_ISL_363183|A/Indonesia/BKL0920/2019|2019	2019	Asia / Indonesia	Indonesia	6b1.A
EPI_ISL_363184|A/Indonesia/BKL0929/2019|2019	EPI_ISL_363184	EPI_ISL_363184|A/Indonesia/BKL0929/2019|2019	2019	Asia / Indonesia	Indonesia	6b1.A
EPI_ISL_364298|A/Fiji/38/2019|2019	EPI_ISL_364298	EPI_ISL_364298|A/Fiji/38/2019|2019	2019	Oceania / Fiji / Ba	Fiji	6b1.A/183P-2
EPI_ISL_365169|A/Indonesia/RIU0469/2019|2019	EPI_ISL_365169	EPI_ISL_365169|A/Indonesia/RIU0469/2019|2019	2019	Asia / Indonesia	Indonesia	6b1.A
EPI_ISL_368160|A/Florida/76/2019|2019-06-17	EPI_ISL_368160	EPI_ISL_368160|A/Florida/76/2019|2019-06-17	2019-06-17	North America / United States / Florida	United States	6b1.A/183P-5a
EPI_ISL_368162|A/Florida/77/2019|2019-06-23	EPI_ISL_368162	EPI_ISL_368162|A/Florida/77/2019|2019-06-23	2019-06-23	North America / United States / Florida	United States	6b1.A/183P-5b
EPI_ISL_368168|A/Hawaii/49/2019|2019-06-13	EPI_ISL_368168	EPI_ISL_368168|A/Hawaii/49/2019|2019-06-13	2019-06-13	North America / United States / Hawaii	United States	6b1.A/183P-5a
EPI_ISL_377082|A/Guangxi-Youjiang/SWL1560/2019|2019-07-01	EPI_ISL_377082	EPI_ISL_377082|A/Guangxi-Youjiang/SWL1560/2019|2019-07-01	2019-07-01	Asia / China / Guangxi	China	6b1.A/183P-5a
EPI_ISL_377131|A/Yunnan-Linxiang/1557/2019|2019-06-25	EPI_ISL_377131	EPI_ISL_377131|A/Yunnan-Linxiang/1557/2019|2019-06-25	2019-06-25	Asia / China / Yunnan	China	6b1.A/183P-1
